IQ,CGPA,Communication_Skills,Projects_Completed
90,8.87,2,4
58,5.26,9,5
117,5.73,7,4
123,6.37,10,3
91,8.79,10,3
96,6.2,9,3
88,6.87,4,5
105,6.08,4,4
116,5.79,6,0
73,9.4,2,0
106,8.0,10,3
95,8.79,1,2
101,8.26,10,0
106,7.36,3,4
97,5.65,5,4
98,8.55,2,5
96,5.57,9,4
114,6.81,1,1
106,8.33,3,1
103,8.61,5,4
80,8.57,1,0
94,7.95,4,1
113,5.87,10,2
100,6.74,1,3
109,4.82,7,1
126,8.75,1,1
115,9.71,3,0
101,6.04,4,0
92,5.29,4,2
61,7.37,7,5
97,8.87,5,2
95,8.22,8,5
105,5.4,3,2
97,9.47,8,2
95,9.46,9,1
73,5.48,9,2
85,9.71,9,5
107,7.03,1,2
125,7.09,9,4
98,7.53,8,1
104,9.22,2,1
114,8.04,3,1
87,5.05,7,3
105,9.67,3,2
88,5.39,2,5
112,8.57,4,2
102,8.36,9,2
104,6.27,2,0
88,5.68,1,0
110,9.08,10,0
131,7.43,7,3
84,8.66,1,2
94,7.43,6,1
103,8.17,5,1
111,7.59,8,4
91,6.72,3,5
57,6.34,3,0
120,9.4,1,3
111,7.43,4,4
73,5.95,10,3
90,9.92,10,1
123,8.91,6,5
121,5.46,5,2
114,10.01,7,1
97,8.22,10,1
101,5.91,1,0
98,6.43,3,1
116,8.93,4,3
86,8.78,6,2
87,5.76,4,0
115,6.77,7,4
99,6.66,10,1
120,8.44,10,0
89,5.46,3,0
99,5.36,8,0
86,8.02,7,3
100,9.24,3,4
77,7.88,9,0
92,6.82,10,3
78,6.85,5,4
110,6.57,2,2
110,9.89,9,3
74,8.85,8,0
120,6.23,8,1
137,6.73,1,3
100,7.62,4,2
90,7.58,7,4
142,7.45,6,2
80,8.97,9,4
100,9.26,8,3
102,7.67,9,4
120,9.17,4,0
105,8.52,8,5
92,9.3,6,3
85,9.3,9,1
94,6.16,10,2
84,6.78,1,2
100,9.59,6,3
91,8.89,10,1
77,9.33,10,3
118,5.65,2,0
92,7.84,3,5
80,5.47,9,5
97,7.21,5,0
101,5.44,5,1
73,6.09,1,3
104,5.16,10,1
84,8.29,2,1
125,7.25,9,0
107,5.26,7,0
94,6.12,4,1
88,5.94,7,1
98,9.72,10,4
109,6.58,2,0
99,6.23,5,1
96,9.15,9,4
100,8.03,2,5
90,8.32,3,5
94,7.9,5,5
68,9.56,5,1
114,5.89,8,4
104,9.76,7,1
88,9.63,3,5
128,8.37,5,5
101,8.38,8,5
84,8.72,5,3
112,5.78,2,0
105,5.95,10,5
105,9.76,2,1
93,8.13,1,2
106,7.0,6,5
96,8.52,1,2
108,7.81,8,4
71,4.78,1,0
93,8.52,8,4
125,8.39,6,0
88,5.57,9,2
90,9.28,3,5
93,6.5,7,2
81,7.09,2,5
66,5.16,5,4
96,7.61,1,5
102,6.94,5,5
99,7.26,8,3
97,8.78,10,2
100,4.65,3,0
115,8.93,6,1
97,7.92,4,1
91,9.72,8,1
95,7.75,2,2
108,5.2,5,3
121,5.06,6,2
90,9.84,8,0
101,8.75,2,5
105,6.46,9,2
85,8.4,7,2
100,7.78,10,2
78,9.45,4,2
73,10.22,10,0
105,10.11,2,2
94,9.1,8,3
103,9.51,2,4
99,5.89,2,0
85,8.81,9,3
99,8.33,4,1
81,9.89,7,1
120,8.19,10,0
79,5.29,4,4
97,7.84,5,2
84,8.4,1,0
108,6.24,10,2
95,7.22,1,2
92,7.82,10,1
112,6.96,10,4
100,6.76,3,2
107,5.89,6,0
85,9.36,1,1
78,8.51,4,2
101,4.94,9,5
95,9.22,2,5
109,8.77,2,5
98,5.52,2,1
103,6.45,10,1
75,7.99,10,0
128,7.18,7,0
97,8.99,7,3
110,7.44,6,2
87,6.11,2,5
104,10.05,5,1
80,6.35,6,3
106,9.04,6,0
94,5.6,10,4
100,6.98,6,1
110,7.63,6,4
81,5.95,1,4
89,7.48,4,5
106,5.67,1,1
131,7.46,3,3
97,8.41,2,3
108,5.01,2,1
98,9.32,6,5
129,6.3,1,2
73,5.72,4,4
101,7.84,9,3
75,7.45,3,1
62,7.33,8,0
104,5.56,9,0
102,8.94,2,1
95,7.68,5,2
98,5.18,6,0
146,7.27,5,2
96,8.77,6,1
107,7.77,5,1
90,6.01,7,4
104,7.19,5,1
96,5.82,5,2
93,7.6,7,3
127,9.45,3,0
117,7.38,10,0
102,7.43,7,4
65,9.49,8,3
94,7.56,5,2
140,7.79,4,2
96,6.46,2,4
116,8.15,5,1
121,7.45,6,3
103,6.54,9,0
87,10.42,6,3
63,9.06,6,4
110,8.54,6,1
87,7.96,8,5
102,7.22,6,3
81,5.6,1,1
96,6.5,1,3
100,8.94,10,0
104,7.22,2,2
83,9.83,1,3
117,5.52,3,2
91,7.7,3,2
74,7.84,4,2
98,7.47,6,4
100,9.69,10,0
102,9.67,7,2
120,5.67,9,0
96,5.3,8,3
98,5.25,6,5
83,8.43,9,0
112,7.04,4,1
102,8.28,6,2
93,7.45,7,3
71,7.87,2,2
121,8.47,1,2
81,7.44,10,3
91,7.37,8,3
105,5.03,8,4
82,7.35,7,4
77,7.73,9,4
68,7.2,9,0
110,9.95,3,1
91,9.4,1,1
143,8.78,9,0
85,6.65,1,4
86,8.33,1,1
91,6.98,5,4
103,5.95,2,3
92,6.73,2,0
109,5.52,5,4
85,6.94,7,0
79,7.51,6,2
73,9.49,5,0
66,6.19,3,0
92,9.55,9,4
95,5.84,8,0
90,5.53,3,5
118,7.62,7,5
118,8.19,3,2
94,5.48,6,3
73,5.92,3,5
91,7.76,8,1
91,6.92,3,3
90,8.12,5,0
89,7.57,3,5
90,5.86,8,2
94,9.67,10,2
90,6.46,9,3
103,8.64,6,4
105,8.77,10,1
86,9.59,4,0
119,7.94,10,0
85,7.9,4,3
75,6.23,5,2
105,8.06,3,2
87,7.68,4,4
104,7.28,4,1
63,9.56,1,0
120,5.56,1,3
110,9.73,9,4
77,9.31,3,1
77,7.21,5,0
125,7.1,2,1
88,6.88,1,0
87,9.84,7,5
66,5.62,10,1
94,7.95,9,1
96,8.51,4,5
110,9.2,4,3
79,8.43,3,4
77,8.44,3,2
106,5.27,2,1
115,7.02,3,3
76,5.74,5,5
116,9.89,8,2
100,9.09,8,4
116,8.7,5,4
98,8.38,1,1
62,7.16,10,5
97,5.64,2,5
115,6.88,8,0
86,5.8,10,4
94,8.6,9,3
97,5.48,7,1
56,8.81,9,4
125,8.23,9,1
86,7.62,6,0
107,5.79,6,4
98,6.44,7,1
118,6.14,1,3
106,8.23,9,4
96,5.96,1,0
86,9.47,8,2
111,8.88,10,2
71,5.9,2,1
109,8.75,10,4
83,8.31,7,4
118,8.88,5,0
102,5.75,8,2
109,6.13,10,5
101,6.38,7,3
73,6.66,8,5
87,9.3,2,2
110,8.68,10,4
102,9.3,9,3
117,4.87,6,3
106,5.26,6,0
85,8.87,6,5
88,6.71,1,1
101,6.83,7,1
65,7.37,2,0
125,5.1,2,4
106,8.06,5,4
118,6.98,6,1
76,8.62,1,2
118,8.91,1,0
133,6.12,1,2
80,9.72,7,0
111,7.18,1,0
100,9.65,9,1
76,6.35,3,1
107,7.8,10,5
112,7.42,2,2
90,8.61,6,4
117,7.61,2,3
74,7.13,5,5
77,9.9,5,2
102,6.81,9,0
100,6.4,4,3
89,8.07,8,3
112,8.1,7,5
107,7.51,7,3
112,7.35,1,5
98,10.1,6,3
109,8.26,6,5
93,5.69,10,5
130,6.26,8,3
87,10.28,6,2
131,8.35,8,1
100,9.68,6,1
79,6.45,8,0
120,8.59,5,4
101,8.18,9,2
112,6.1,4,3
118,8.09,6,1
105,8.39,2,0
91,7.29,3,3
114,9.47,4,0
100,8.74,3,3
110,9.37,7,5
67,9.39,9,3
106,7.78,6,1
90,6.78,3,1
124,9.41,9,3
109,7.38,1,1
103,6.57,5,2
107,7.57,10,3
85,5.97,10,1
124,8.04,5,0
129,6.77,2,0
105,6.35,5,0
123,9.89,1,4
91,9.08,1,0
88,9.36,4,5
100,8.41,6,0
106,8.92,2,2
94,9.13,5,2
108,7.61,10,4
104,9.93,5,2
85,6.34,3,1
107,9.32,4,0
112,7.36,2,1
102,7.94,7,4
117,5.61,3,1
81,7.51,6,5
107,7.97,9,1
82,10.46,7,1
83,9.58,4,5
90,9.91,2,2
85,6.32,7,0
91,9.68,8,5
96,7.54,3,1
112,9.06,7,3
95,6.57,1,0
76,7.53,8,0
117,9.85,7,3
87,9.28,6,4
99,8.88,3,4
106,8.66,4,0
102,5.92,8,2
116,8.51,1,5
107,8.01,2,4
87,5.6,1,4
132,5.73,4,1
102,5.19,6,1
97,8.62,5,4
114,6.0,6,2
103,7.28,2,1
105,6.45,5,5
137,7.56,1,2
95,8.24,6,5
95,8.05,4,5
101,7.46,10,0
116,7.36,9,5
77,6.56,3,5
70,9.41,3,2
91,7.14,9,1
75,6.76,4,5
93,9.05,7,3
107,6.57,10,2
86,8.75,2,4
78,6.97,1,5
101,8.07,10,5
112,4.94,1,2
74,6.97,6,2
112,6.4,4,2
112,9.41,2,4
114,10.12,7,5
118,7.56,8,2
133,9.44,7,3
94,8.22,10,4
101,10.07,9,3
93,8.92,1,3
100,5.56,10,3
122,8.19,6,4
79,7.89,8,1
87,5.55,9,4
120,5.8,8,2
115,9.2,6,5
94,9.25,8,3
112,8.92,8,2
105,9.7,1,3
122,9.34,8,3
101,5.02,7,5
115,6.42,8,2
139,5.37,8,0
108,5.33,10,3
100,5.94,10,5
110,7.78,6,0
94,9.52,9,4
135,8.82,3,3
102,7.72,10,3
95,9.35,1,5
87,7.35,9,4
116,9.24,10,2
113,7.44,10,2
92,6.72,2,0
108,9.27,3,4
77,7.0,4,3
102,7.39,8,0
106,6.65,9,2
125,8.43,3,3
88,10.37,2,5
80,4.82,2,2
86,9.09,9,0
79,5.15,8,2
120,6.71,2,5
123,5.5,8,2
104,8.41,4,4
118,5.31,6,5
102,7.57,5,0
98,6.97,5,3
95,5.58,10,2
95,8.57,10,2
76,6.22,7,1
103,5.86,8,0
99,6.37,5,0
111,7.91,4,3
101,8.25,2,4
97,5.39,5,3
86,5.93,8,5
101,7.55,1,0
111,6.95,6,2
82,9.25,2,4
101,8.62,2,4
103,7.91,8,0
89,6.52,6,0
91,8.56,6,3
103,8.77,6,1
82,8.38,9,0
105,8.52,3,0
86,8.53,2,3
115,7.47,5,0
135,6.32,6,5
87,9.07,9,3
108,6.15,9,5
89,8.63,2,0
115,9.39,9,2
81,9.41,9,0
107,7.61,6,1
86,6.31,1,4
96,5.62,8,3
84,8.72,8,1
112,9.3,8,5
87,7.97,8,3
108,5.78,10,1
94,10.06,5,3
98,10.04,2,5
102,7.59,9,3
88,7.83,6,5
103,9.09,3,4
122,8.83,1,0
88,10.01,5,3
117,5.72,4,3
122,7.62,4,5
87,8.1,9,4
78,9.93,6,5
104,8.92,8,5
91,9.86,9,3
128,7.49,1,3
100,9.01,7,2
87,7.42,7,2
82,7.36,9,5
116,6.68,1,2
91,8.99,2,4
100,9.99,6,5
114,6.67,4,3
92,5.77,5,4
99,9.55,5,5
99,8.32,10,4
110,9.44,1,1
108,5.78,1,0
96,5.69,7,1
100,7.8,3,5
94,5.68,5,5
77,6.09,8,5
103,5.77,5,0
128,5.94,10,1
86,5.48,9,3
88,9.65,4,4
86,6.8,7,1
110,6.95,8,1
106,9.57,7,3
97,8.25,4,4
86,8.25,8,0
101,8.59,10,1
76,9.56,10,0
102,8.99,10,2
113,7.93,4,5
81,9.72,10,1
77,7.55,8,4
123,6.06,8,2
90,9.4,4,2
117,7.86,5,1
97,9.07,5,1
97,4.99,5,5
106,7.3,3,2
86,9.76,2,1
101,5.79,1,5
94,9.49,3,4
80,9.91,9,4
105,9.11,7,2
96,8.15,2,1
97,8.41,8,5
81,9.32,8,5
123,9.3,7,2
113,8.04,6,4
114,9.65,2,1
95,8.59,4,5
74,9.95,1,4
129,5.13,7,5
99,5.53,2,1
88,7.16,6,3
106,6.71,9,4
117,9.12,5,0
99,5.95,5,5
119,9.82,4,5
116,6.48,1,1
83,7.01,4,3
89,6.15,9,3
114,7.49,9,3
59,5.06,7,4
97,5.57,4,5
78,8.78,9,0
92,6.2,5,3
95,6.08,10,5
94,9.4,2,2
91,5.8,9,1
83,7.67,6,1
134,5.5,5,5
128,6.85,10,0
82,8.59,8,5
123,5.08,2,0
94,9.66,5,4
101,9.65,10,2
99,5.53,8,1
90,10.14,4,3
114,6.43,10,3
101,5.44,10,1
92,4.93,9,2
80,7.26,7,2
86,8.53,7,5
75,7.0,9,3
100,9.47,3,1
82,8.09,3,3
96,7.16,10,4
120,8.44,7,1
117,10.09,2,2
99,5.17,10,3
98,6.47,3,0
128,7.57,6,0
107,7.63,9,4
95,7.63,4,0
78,6.68,5,4
105,8.39,6,4
112,8.01,3,2
90,8.04,2,2
104,5.27,4,1
94,7.57,6,3
97,6.28,4,5
62,7.51,8,0
96,9.51,9,3
114,7.2,8,3
90,5.09,7,4
100,7.34,2,0
88,9.57,10,2
105,9.23,2,3
96,7.79,10,4
85,6.23,5,2
119,7.22,4,4
113,7.35,4,3
90,9.86,4,5
107,8.57,7,3
108,8.35,3,3
109,7.42,2,0
74,6.54,5,0
115,8.83,6,5
91,7.03,8,3
94,10.08,3,0
139,7.24,4,4
104,5.45,4,4
94,8.46,4,5
66,5.53,7,5
120,6.5,4,1
79,7.04,7,2
84,8.7,4,4
95,7.32,10,2
121,5.57,8,1
111,7.63,5,1
97,6.71,2,5
104,9.53,9,2
90,7.61,9,3
102,8.05,1,2
101,6.31,5,4
114,8.86,3,2
114,8.58,10,4
107,9.44,5,4
94,5.19,4,4
111,6.9,3,3
98,8.01,7,3
83,5.27,5,1
93,7.26,1,0
101,9.8,4,3
113,7.16,1,3
97,10.0,3,1
81,5.34,10,1
100,8.4,10,1
101,7.51,5,2
102,7.9,6,4
113,9.95,1,3
115,5.85,10,5
91,9.44,9,4
90,8.72,9,0
84,6.37,1,1
110,9.06,7,0
121,7.54,4,5
95,8.88,2,5
96,6.58,2,5
122,8.84,6,1
107,8.4,6,1
106,5.91,5,0
82,8.45,3,4
110,6.38,7,5
86,6.91,3,0
82,5.91,7,2
94,5.23,2,3
91,6.54,8,3
96,7.49,2,4
78,7.87,2,4
114,7.16,4,4
116,6.5,10,0
70,8.56,1,0
114,8.84,7,5
87,6.32,2,0
112,8.99,6,1
98,7.79,5,0
100,8.66,5,3
97,6.49,4,3
118,5.41,5,1
81,9.3,9,0
109,8.68,1,0
116,5.33,2,2
110,6.38,7,2
134,8.59,9,3
92,8.58,3,4
114,9.8,6,5
98,5.61,5,3
118,6.67,9,5
99,5.22,9,1
94,7.04,10,0
119,5.54,3,2
92,9.09,10,5
78,7.26,10,3
92,9.45,2,5
109,5.47,10,1
120,5.89,4,4
101,6.61,9,3
119,6.56,3,0
79,9.44,4,0
93,6.63,2,2
95,5.6,1,1
98,5.16,5,4
101,5.09,4,4
110,8.83,10,1
93,7.41,2,2
102,8.62,6,0
99,8.57,5,4
86,5.54,1,1
98,5.24,10,2
97,9.25,3,0
97,8.93,4,1
100,6.46,1,2
101,5.34,8,3
93,5.2,3,1
119,6.13,5,4
82,5.13,3,1
89,6.18,4,0
141,6.81,9,1
84,5.25,3,5
79,5.78,8,0
111,9.3,6,2
68,7.67,6,3
96,9.91,1,0
132,6.97,7,2
76,8.17,4,2
70,6.39,8,3
77,8.28,9,4
113,5.5,2,4
116,4.94,8,1
92,9.89,8,4
110,7.48,6,1
120,9.6,3,0
126,6.82,5,5
96,6.68,2,5
65,7.11,6,5
87,8.58,3,5
93,7.53,4,0
96,9.54,9,1
97,5.16,10,3
116,8.82,5,3
119,6.8,7,4
97,5.83,9,0
116,8.02,5,0
105,7.14,1,5
100,5.4,2,3
113,5.85,3,2
101,6.77,3,3
130,7.17,1,3
78,6.13,9,2
92,5.42,9,4
98,4.81,4,1
106,10.03,9,4
119,10.1,4,5
99,7.72,8,2
78,9.66,3,2
112,8.44,9,4
111,4.87,4,5
70,5.4,8,5
99,9.89,2,1
76,8.11,7,4
90,8.87,2,0
86,9.43,5,0
112,6.94,9,0
101,5.13,5,1
80,5.93,4,1
113,5.18,8,2
78,6.38,5,3
104,7.11,9,1
87,5.93,9,5
94,6.09,2,3
107,7.39,10,0
107,6.7,9,0
120,6.84,8,3
98,7.26,10,4
104,8.08,7,2
93,9.31,6,2
102,5.48,4,4
106,5.74,7,5
98,9.72,6,3
72,7.4,8,3
104,8.87,1,1
105,6.43,3,0
89,8.97,8,0
80,9.26,2,3
122,7.96,9,1
107,5.93,2,5
96,9.14,9,5
82,8.79,7,1
87,8.71,4,2
119,5.53,3,2
102,9.43,8,3
91,5.62,10,5
107,6.54,7,2
87,7.55,10,1
122,5.98,1,4
120,8.76,7,0
93,8.05,1,3
90,5.23,1,5
60,8.27,5,2
77,9.9,10,2
79,6.14,5,1
102,8.35,2,2
95,6.78,7,0
79,7.67,3,3
95,6.45,1,2
107,6.88,7,4
107,5.4,4,4
71,9.84,4,5
98,7.69,3,5
79,7.35,7,3
113,7.04,2,4
111,7.39,7,4
86,6.55,10,5
88,6.59,8,2
93,6.85,2,4
66,6.62,8,2
105,5.66,7,0
95,7.4,10,1
114,9.41,8,5
83,6.1,3,2
90,4.68,6,1
77,5.96,1,2
84,10.35,7,2
82,9.03,4,3
114,8.42,4,2
89,9.42,9,4
101,6.95,7,4
94,9.63,8,2
80,6.07,6,5
97,6.6,2,5
108,8.67,3,5
81,7.34,4,0
112,8.48,2,4
87,6.87,1,1
92,8.25,9,0
107,6.71,10,1
90,4.96,2,2
100,9.45,5,2
95,9.56,7,2
101,10.22,2,4
64,8.74,6,5
72,8.75,10,0
109,7.77,8,1
115,5.85,7,3
86,6.43,6,5
96,6.1,8,0
104,9.88,2,1
110,5.88,4,3
69,9.75,4,0
86,7.99,7,0
95,8.49,7,5
110,5.47,3,2
137,6.38,4,5
96,9.31,1,0
78,6.33,8,5
106,6.27,4,5
119,6.42,5,5
101,5.24,5,1
86,6.13,1,2
114,8.66,1,0
109,7.68,7,2
84,7.97,1,3
105,5.7,9,1
114,8.79,6,3
117,8.79,1,1
99,4.7,1,4
94,7.21,5,3
118,5.16,3,4
81,9.13,8,5
106,8.55,8,2
79,9.47,10,3
115,6.24,8,0
96,7.58,6,5
119,5.63,5,1
107,6.76,5,0
81,7.24,6,0
121,4.85,6,5
123,8.67,10,2
113,7.41,9,2
88,8.7,7,0
95,6.76,6,5
102,9.55,10,0
89,9.62,7,0
125,9.15,3,1
102,8.51,2,2
59,9.03,10,3
105,8.04,7,2
94,6.09,3,0
98,8.03,4,3
94,8.69,2,5
112,9.83,5,5
116,7.67,5,3
104,6.66,10,3
94,8.25,10,2
99,9.55,1,0
100,6.26,4,5
87,6.34,3,5
108,7.5,7,5
106,6.06,5,0
123,5.29,6,4
118,6.98,2,1
89,9.01,1,2
112,5.07,3,5
85,6.77,10,4
110,8.85,3,4
92,9.56,10,5
84,10.12,7,4
104,6.61,7,2
59,9.31,10,1
73,5.11,6,3
97,9.19,4,1
101,8.6,8,1
94,6.74,10,5
76,7.46,2,5
87,5.2,7,0
105,9.17,1,4
108,6.97,8,4
99,7.77,5,3
117,5.59,6,0
105,5.59,6,3
88,9.93,1,5
95,8.48,7,2
78,9.4,3,0
98,6.39,2,4
116,5.67,7,3
110,7.56,10,0
121,7.72,9,0
95,5.48,4,1
120,8.96,7,0
97,6.34,5,0
122,5.87,10,4
99,6.75,10,2
110,8.28,7,3
122,8.7,1,2
97,7.07,10,0
103,7.65,9,4
119,5.59,6,4
98,9.55,8,4
80,9.34,9,4
132,8.42,1,1
92,4.74,5,0
102,7.93,7,1
117,8.24,8,1
90,9.55,3,0
84,10.37,8,4
103,9.41,5,3
73,5.14,1,4
95,9.32,4,4
103,8.19,2,1
95,8.87,5,2
76,7.45,4,4
123,6.13,2,0
101,6.86,7,0
121,6.18,2,0
96,7.25,2,1
86,8.82,4,3
104,5.41,5,3
96,5.47,10,3
82,5.83,3,4
122,7.39,9,4
90,9.58,10,2
72,5.61,6,2
119,5.25,8,2
92,9.12,5,1
90,8.94,8,3
73,5.46,10,4
126,8.56,6,2
80,8.27,7,1
100,9.13,2,5
113,7.46,6,2
106,9.89,5,4
99,4.73,8,2
74,6.24,5,1
87,6.6,7,5
102,7.51,4,5
88,9.37,2,1
103,7.97,3,2
110,5.38,10,4
114,7.16,4,1
81,6.85,3,3
132,9.6,7,1
111,8.36,5,0
99,7.69,3,2
116,8.25,3,3
135,8.96,9,4
78,8.5,9,3
96,6.05,5,5
64,9.52,2,5
102,8.72,10,1
105,8.27,5,1
99,10.1,4,0
90,9.32,6,5
69,9.64,10,3
105,9.29,6,1
121,5.92,6,4
91,7.4,7,4
106,7.41,2,5
76,6.76,4,3
106,8.82,9,3
94,8.69,5,0
88,8.36,1,3
88,9.85,6,4
94,6.29,5,3
105,8.54,2,1
80,7.81,3,1
94,6.3,3,5
99,5.94,7,5
83,9.83,5,3
126,7.7,9,2
87,9.13,1,3
89,7.88,3,0
85,6.16,10,4
126,6.56,8,4
108,7.05,3,3
85,9.39,3,2
116,4.9,8,4
103,9.96,10,2
103,9.42,3,4
94,9.99,2,1
88,7.53,3,0
105,10.08,2,4
91,6.59,8,3
127,5.62,5,1
80,6.23,3,2
123,9.59,8,0
98,4.82,8,2
104,7.8,4,2
112,5.76,9,4
90,6.45,1,1
112,5.6,7,0
59,9.16,5,1
89,7.85,7,1
86,9.3,10,5
81,8.65,8,4
96,9.72,3,2
105,7.24,3,1
110,8.06,1,2
103,8.23,5,1
90,7.66,8,0
105,9.06,1,3
101,8.63,2,3
114,8.58,2,3
111,8.48,10,4
100,5.59,2,4
86,7.87,5,2
90,5.59,10,4
91,8.08,7,3
95,8.49,3,4
104,10.14,1,3
110,5.34,9,1
99,5.72,9,5
100,5.1,4,3
102,7.11,5,3
92,9.19,4,0
86,9.66,8,5
73,8.41,1,0
89,9.04,4,0
107,6.76,4,0
89,5.68,3,3
96,5.07,4,2
106,9.33,7,0
107,8.21,5,4
83,8.95,3,4
114,6.31,6,4
116,6.47,10,3
83,9.33,9,1
87,5.25,3,5
117,8.47,2,5
97,6.79,9,1
66,5.6,5,0
79,8.47,10,4
96,6.78,5,5
82,8.15,7,0
93,8.43,2,3
100,7.46,10,4
121,8.62,5,0
95,8.05,8,2
116,6.06,8,3
121,9.03,10,5
121,8.11,7,5
104,5.27,5,3
70,9.95,4,3
106,8.17,2,2
115,9.39,2,5
98,9.41,3,1
126,7.06,3,5
112,7.76,7,1
108,7.12,6,2
116,7.68,1,5
105,9.22,6,1
62,8.75,5,2
92,5.45,6,0
117,8.36,8,2
87,9.58,1,1
96,7.94,6,2
84,8.86,4,2
126,8.42,9,4
125,6.66,10,2
86,6.87,8,1
102,8.19,7,3
89,7.51,3,0
109,8.31,9,2
107,9.04,3,1
112,8.92,6,5
104,6.38,2,5
144,5.52,8,1
84,6.96,1,4
74,7.31,1,5
94,6.66,8,1
76,7.34,9,3
77,5.12,10,1
84,7.12,9,3
86,7.08,8,5
85,7.73,10,0
107,7.18,8,2
92,6.21,4,0
97,9.83,8,2
113,5.42,7,5
88,8.24,9,0
96,9.78,10,3
105,8.1,8,2
70,9.11,10,2
64,5.66,2,0
105,7.51,8,4
107,7.66,8,5
130,4.59,10,4
102,7.14,10,0
112,6.53,9,1
97,7.87,3,0
104,9.34,8,5
125,5.91,8,3
68,6.35,10,3
106,7.66,4,1
132,6.99,5,5
104,9.3,2,4
124,7.37,6,3
90,4.75,10,5
99,8.63,9,3
100,9.24,3,2
66,7.45,6,5
82,7.85,8,2
83,5.73,2,1
112,6.26,10,3
113,6.45,1,0
104,6.98,6,4
112,10.06,3,1
97,8.05,2,0
118,5.5,10,0
100,5.84,8,1
100,6.85,9,1
96,8.21,7,3
110,6.98,9,4
93,6.72,7,5
114,8.0,3,3
83,6.31,1,5
83,5.06,1,5
110,5.5,5,0
98,6.44,9,5
93,5.32,10,3
113,6.86,6,3
90,8.47,2,4
96,8.55,6,2
120,7.72,4,4
123,8.8,9,3
123,6.25,10,2
95,9.08,3,5
118,7.13,7,0
85,7.17,10,4
86,6.68,8,1
64,5.01,2,0
125,10.17,10,2
87,5.19,7,0
98,6.54,5,1
86,6.59,1,1
110,5.69,7,4
94,6.1,10,5
80,5.44,8,4
106,6.21,1,3
78,9.55,4,3
87,6.45,4,0
68,5.33,5,1
78,8.28,5,0
102,10.16,4,2
70,5.71,1,2
77,5.96,9,3
99,10.14,5,5
91,6.25,1,0
129,7.66,3,2
127,6.13,1,3
86,10.01,7,0
108,10.14,10,1
111,9.15,10,2
91,6.39,10,5
77,6.72,7,2
99,6.13,6,1
97,9.24,9,3
93,9.41,7,2
106,7.11,5,1
88,7.95,7,3
82,6.14,10,4
101,6.82,4,3
105,8.14,10,2
82,7.18,9,3
113,6.78,6,5
73,4.86,4,2
91,8.99,5,3
96,9.8,8,4
90,10.34,7,3
91,8.73,6,4
128,8.03,2,2
87,5.86,3,3
136,10.38,1,1
106,8.4,3,5
101,8.49,2,4
107,8.66,10,0
137,9.24,6,4
85,4.84,4,3
83,6.45,10,4
88,8.43,3,3
100,9.56,8,2
74,8.59,5,2
100,7.43,4,5
125,7.04,6,1
102,8.4,4,0
95,8.68,10,5
90,8.52,10,2
113,6.51,5,1
87,10.07,4,0
127,8.07,9,1
129,9.12,2,2
103,5.92,1,5
99,6.52,7,0
115,9.51,9,2
116,5.18,9,3
87,7.86,4,5
92,7.67,4,0
80,8.57,1,1
106,6.61,1,3
109,6.09,1,1
79,9.45,6,2
93,7.77,6,2
79,5.92,5,3
86,5.83,10,3
108,9.78,10,0
88,5.83,2,1
95,7.76,6,4
75,7.14,1,2
102,9.08,3,4
99,9.1,5,4
89,7.71,10,3
97,5.15,5,1
102,9.03,7,4
87,7.7,5,1
77,9.61,10,3
127,7.8,6,5
90,8.74,7,5
98,5.56,2,5
115,9.06,3,5
152,6.29,3,4
81,6.94,1,4
106,5.36,9,2
89,6.02,10,4
91,6.39,9,0
89,7.04,9,3
83,9.07,9,0
99,6.71,8,5
77,8.48,5,4
114,5.03,9,4
100,7.56,7,0
106,7.29,2,2
93,10.38,7,2
94,9.3,4,0
104,7.39,7,0
82,8.85,7,3
94,6.13,3,2
87,8.27,3,5
86,5.46,10,1
68,6.31,10,5
120,6.12,6,4
89,9.08,2,4
117,7.34,8,0
116,8.85,8,5
80,7.19,4,1
83,5.07,2,2
138,9.05,9,2
126,8.97,9,2
99,9.33,2,5
103,7.75,10,0
90,9.24,4,0
106,8.34,1,4
89,6.1,6,5
69,5.66,1,4
80,5.7,7,2
100,7.09,9,4
83,7.22,9,4
98,9.62,2,2
83,6.79,8,0
88,8.89,3,4
112,8.11,5,0
103,5.78,4,1
99,4.99,6,0
113,7.59,7,3
107,8.07,9,3
121,10.35,10,2
93,7.15,5,3
93,9.39,2,1
80,7.02,4,0
93,8.59,2,0
114,8.24,1,5
119,5.28,2,4
114,5.4,7,4
73,5.23,2,4
116,7.05,4,0
72,8.58,5,0
113,5.69,3,5
94,7.8,4,4
110,6.49,10,5
80,8.84,3,0
117,9.03,8,1
78,8.79,10,4
89,7.96,8,3
85,5.99,3,4
73,9.12,9,3
101,6.01,9,2
127,6.33,7,3
140,5.84,1,5
101,8.67,10,1
116,8.21,3,0
103,8.63,8,5
107,7.48,6,5
94,5.65,9,1
102,9.83,10,2
108,7.65,9,5
91,7.06,1,1
98,8.41,6,1
99,5.74,3,2
112,5.31,5,1
84,6.82,1,2
99,6.25,7,0
128,5.91,6,4
117,9.87,10,0
120,7.56,5,0
100,7.77,2,0
104,8.2,8,1
115,9.57,5,0
123,5.12,2,2
70,8.93,4,2
80,7.91,10,5
119,6.18,8,5
95,6.38,8,2
